date,ridership Barrie ALLANDALE WATERFRONT GO,ridership Barrie AURORA GO,ridership Barrie BARRIE SOUTH GO,ridership Barrie BRADFORD GO,ridership Barrie KING CITY GO,ridership Barrie MAPLE GO,ridership Barrie RUTHERFORD GO,ridership Barrie UNION STATION,ridership Kitchener BRAMALEA GO,ridership Kitchener GEORGETOWN GO,ridership Kitchener GUELPH CENTRAL GO,ridership Kitchener KITCHENER GO,ridership Kitchener LONDON VIA,ridership Kitchener MALTON GO,ridership Kitchener MOUNT PLEASANT GO,ridership Kitchener UNION STATION,ridership Lakeshore East AJAX GO,ridership Lakeshore East ALDERSHOT GO,ridership Lakeshore East BURLINGTON GO,ridership Lakeshore East DURHAM COLLEGE OSHAWA GO,ridership Lakeshore East GUILDWOOD GO,ridership Lakeshore East NIAGARA FALLS GO (VIA STATION),ridership Lakeshore East OAKVILLE GO,ridership Lakeshore East OSHAWA GO,ridership Lakeshore East PICKERING GO,ridership Lakeshore East PICKERING SOUTH,ridership Lakeshore East UNION STATION,ridership Lakeshore East WEST HARBOUR,ridership Lakeshore East WHITBY GO,ridership Lakeshore West ALDERSHOT GO,ridership Lakeshore West APPLEBY GO,ridership Lakeshore West BRONTE GO,ridership Lakeshore West BURLINGTON GO,ridership Lakeshore West CLARKSON GO,ridership Lakeshore West EXHIBITION GO,ridership Lakeshore West HAMILTON GO CENTRE,ridership Lakeshore West MIMICO GO,ridership Lakeshore West NIAGARA FALLS GO (VIA STATION),ridership Lakeshore West OAKVILLE GO,ridership Lakeshore West OSHAWA GO,ridership Lakeshore West PICKERING SOUTH,ridership Lakeshore West PORT CREDIT GO,ridership Lakeshore West ST. CATHARINES GO (VIA STATION),ridership Lakeshore West UNION STATION,ridership Lakeshore West WEST HARBOUR,ridership Lakeshore West WEST HARBOUR GO,ridership Milton LISGAR GO,ridership Milton MILTON GO,ridership Milton UNION STATION,ridership Richmond Hill BLOOMINGTON GO,ridership Richmond Hill GORMLEY GO,ridership Richmond Hill UNION STATION,ridership Stouffville MILLIKEN GO,ridership Stouffville MOUNT JOY GO,ridership Stouffville OLD ELM GO,ridership Stouffville STOUFFVILLE GO,ridership Stouffville UNION STATION,ridership Stouffville UNIONVILLE GO,total_train_trips Barrie ALLANDALE WATERFRONT GO,total_train_trips Barrie AURORA GO,total_train_trips Barrie BARRIE SOUTH GO,total_train_trips Barrie BRADFORD GO,total_train_trips Barrie KING CITY GO,total_train_trips Barrie MAPLE GO,total_train_trips Barrie RUTHERFORD GO,total_train_trips Barrie UNION STATION,total_train_trips Kitchener BRAMALEA GO,total_train_trips Kitchener GEORGETOWN GO,total_train_trips Kitchener GUELPH CENTRAL GO,total_train_trips Kitchener KITCHENER GO,total_train_trips Kitchener LONDON VIA,total_train_trips Kitchener MALTON GO,total_train_trips Kitchener MOUNT PLEASANT GO,total_train_trips Kitchener UNION STATION,total_train_trips Lakeshore East AJAX GO,total_train_trips Lakeshore East ALDERSHOT GO,total_train_trips Lakeshore East BURLINGTON GO,total_train_trips Lakeshore East DURHAM COLLEGE OSHAWA GO,total_train_trips Lakeshore East GUILDWOOD GO,total_train_trips Lakeshore East NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore East OAKVILLE GO,total_train_trips Lakeshore East OSHAWA GO,total_train_trips Lakeshore East PICKERING GO,total_train_trips Lakeshore East PICKERING SOUTH,total_train_trips Lakeshore East UNION STATION,total_train_trips Lakeshore East WEST HARBOUR,total_train_trips Lakeshore East WHITBY GO,total_train_trips Lakeshore West ALDERSHOT GO,total_train_trips Lakeshore West APPLEBY GO,total_train_trips Lakeshore West BRONTE GO,total_train_trips Lakeshore West BURLINGTON GO,total_train_trips Lakeshore West CLARKSON GO,total_train_trips Lakeshore West EXHIBITION GO,total_train_trips Lakeshore West HAMILTON GO CENTRE,total_train_trips Lakeshore West MIMICO GO,total_train_trips Lakeshore West NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore West OAKVILLE GO,total_train_trips Lakeshore West OSHAWA GO,total_train_trips Lakeshore West PICKERING SOUTH,total_train_trips Lakeshore West PORT CREDIT GO,total_train_trips Lakeshore West ST. CATHARINES GO (VIA STATION),total_train_trips Lakeshore West UNION STATION,total_train_trips Lakeshore West WEST HARBOUR,total_train_trips Lakeshore West WEST HARBOUR GO,total_train_trips Milton LISGAR GO,total_train_trips Milton MILTON GO,total_train_trips Milton UNION STATION,total_train_trips Richmond Hill BLOOMINGTON GO,total_train_trips Richmond Hill GORMLEY GO,total_train_trips Richmond Hill UNION STATION,total_train_trips Stouffville MILLIKEN GO,total_train_trips Stouffville MOUNT JOY GO,total_train_trips Stouffville OLD ELM GO,total_train_trips Stouffville STOUFFVILLE GO,total_train_trips Stouffville UNION STATION,total_train_trips Stouffville UNIONVILLE GO
2021-11-11,960.0,141.0,,170.0,,,,1261.0,282.0,220.0,,976.0,106.0,,267.0,1593.0,,,,,,,,4364.0,,,4042.0,,,1337.0,,,,,6.0,1046.0,,214.0,1080.0,,,,,4808.0,,1581.0,,1127.0,1078.0,367.0,,359.0,,215.0,715.0,,922.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-12,858.0,208.0,,140.0,,,,1229.0,343.0,221.0,,1027.0,89.0,,320.0,1722.0,,,,,,,,5203.0,,,4527.0,,,1964.0,,,,,219.0,836.0,,182.0,1438.0,,,,,5524.0,,2182.0,,930.0,987.0,262.0,,277.0,,320.0,592.0,,933.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,65.0,,17.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-13,307.0,307.0,,,,,,481.0,,,,,,,,,,,,,,,,2416.0,,,2046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,68.0,,386.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,15.0,
2021-11-14,253.0,191.0,,,,,,321.0,,,,,,,,,,,,,,,,1574.0,,,1335.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,277.0,35.0,,237.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,15.0,
2021-11-15,1098.0,151.0,,115.0,,,,1258.0,301.0,242.0,,1018.0,110.0,,252.0,1682.0,,,,,,,,4696.0,,,4252.0,,,1317.0,,,,,1.0,1151.0,,176.0,1060.0,,,,,4549.0,,1518.0,,1227.0,1242.0,410.0,,398.0,,254.0,784.0,,998.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,1.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-16,1187.0,165.0,,232.0,,,,1528.0,350.0,268.0,,1152.0,115.0,,237.0,1905.0,,,,,,,,5610.0,,,5102.0,,,1639.0,,,,,100.0,1352.0,,292.0,1363.0,,,,,6090.0,,1995.0,,1477.0,1451.0,501.0,,483.0,,245.0,914.0,,1112.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-17,1166.0,156.0,,232.0,,,,1523.0,332.0,279.0,,1105.0,97.0,,251.0,1855.0,,,,,,,,4841.0,,,4559.0,,,1410.0,,,,,45.0,1405.0,,287.0,1123.0,,,,,5324.0,,1595.0,,1503.0,1454.0,497.0,,475.0,,235.0,922.0,,1089.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-18,1187.0,188.0,,224.0,,,,1565.0,381.0,281.0,,1167.0,110.0,,265.0,1884.0,,,,,,,,5500.0,,,5027.0,,,1607.0,,,,,4.0,1395.0,,285.0,1361.0,,,,,5722.0,,1893.0,,1491.0,1439.0,462.0,,454.0,,252.0,929.0,,1143.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-19,892.0,210.0,,168.0,,,,1309.0,337.0,228.0,,1038.0,88.0,,284.0,1773.0,,,,,,,,4771.0,,,4263.0,,,1566.0,,,,,11.0,895.0,,196.0,1166.0,,,,,4979.0,,1834.0,,1020.0,1098.0,301.0,,327.0,,336.0,708.0,,1026.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-20,65.0,510.0,,,,,,476.0,,,,,,,,,,,,,,,,2619.0,,,2181.0,,,558.0,,,,,,,,,,,,,,365.0,,215.0,,,,,,,,383.0,64.0,,372.0,,2.0,13.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,12.0,3.0,,15.0,
2021-11-21,239.0,185.0,,,,,,337.0,,,,,,,,,,,,,,,,1612.0,,,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,50.0,,224.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,15.0,
2021-11-22,1081.0,131.0,,135.0,,,,1289.0,282.0,250.0,,1003.0,82.0,,244.0,1635.0,,,,,,,,4350.0,,,4053.0,,,1249.0,,,,,4.0,1189.0,,220.0,914.0,,,,,4566.0,,1370.0,,1250.0,1254.0,397.0,,388.0,,205.0,790.0,,949.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,62.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-23,1202.0,152.0,,219.0,,,,1519.0,339.0,282.0,,1098.0,113.0,,241.0,1866.0,,,,,,,,4903.0,,,4604.0,,,1269.0,,,,,6.0,1426.0,,302.0,1110.0,,,,,5225.0,,1511.0,,1499.0,1500.0,500.0,,494.0,,220.0,936.0,,1094.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-24,1220.0,177.0,,231.0,,,,1591.0,357.0,276.0,,1142.0,105.0,,276.0,1933.0,,,,,,,,5109.0,,,4720.0,,,1369.0,,,,,8.0,1413.0,,294.0,1192.0,,,,,5444.0,,1581.0,,1555.0,1543.0,483.0,,479.0,,257.0,952.0,,1178.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-25,1233.0,182.0,,200.0,,,,1546.0,359.0,264.0,,1123.0,121.0,,265.0,1868.0,,,,,,,,5479.0,,,4975.0,,,1669.0,,,,,16.0,1263.0,,293.0,1394.0,,,,,5819.0,,1928.0,,1446.0,1400.0,478.0,,450.0,,231.0,876.0,,1078.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-26,923.0,204.0,,129.0,,,,1268.0,335.0,213.0,,1073.0,74.0,,283.0,1747.0,,,,,,,,4787.0,,,3832.0,,,1904.0,,,,,7.0,833.0,,174.0,1362.0,,,,,5609.0,,2157.0,,980.0,1030.0,298.0,,306.0,,299.0,692.0,,1006.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,59.0,,,57.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-27,285.0,264.0,,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,1475.0,,,,,,,,268.0,,,,,,2946.0,,1563.0,,,,,,,,564.0,111.0,,476.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,4.0,,,,,,41.0,,19.0,,,,,,,,12.0,3.0,,15.0,
2021-11-28,301.0,254.0,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,1156.0,,,,,,,,281.0,,,,,,2186.0,,1048.0,,,,,,,,462.0,68.0,,393.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,4.0,,,,,,42.0,,19.0,,,,,,,,12.0,3.0,,15.0,
2021-11-29,1048.0,126.0,,202.0,,,,1331.0,299.0,238.0,,1022.0,95.0,,223.0,1665.0,,,,,1484.0,,,,,,1219.0,,,1640.0,,,,,,1185.0,,217.0,,,,,,4302.0,,1862.0,,1199.0,1216.0,409.0,,405.0,,212.0,788.0,,956.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,37.0,,,,,,37.0,,,15.0,,,,,,4.0,,1.0,,,,,,36.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-11-30,1261.0,152.0,,215.0,,,,1599.0,377.0,278.0,,1134.0,103.0,,241.0,1856.0,,,,,2151.0,,,,,,1641.0,,,2106.0,,,,,,1454.0,,299.0,,,,,,5461.0,,2300.0,,1543.0,1442.0,502.0,,436.0,,238.0,988.0,,1189.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,34.0,,,,,,33.0,,,15.0,,,,,,4.0,,1.0,,,,,,36.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-01,1294.0,183.0,,227.0,,,,1628.0,373.0,279.0,,1139.0,100.0,,245.0,1930.0,,,,,2368.0,,,,,,1816.0,,,2414.0,,,,,,1446.0,,332.0,,,,,,5798.0,,2568.0,,1559.0,1489.0,496.0,,446.0,,288.0,979.0,,1236.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,34.0,,,,,,33.0,,,15.0,,,,,,4.0,,1.0,,,,,,36.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-02,1206.0,184.0,,225.0,,,,1561.0,408.0,271.0,,1150.0,115.0,,270.0,1954.0,,,,,2379.0,,,,,,1768.0,,,2264.0,,,,,,1433.0,,291.0,,,,,,5639.0,,2563.0,,1506.0,1403.0,496.0,,453.0,,289.0,1005.0,,1224.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,34.0,,,,,,33.0,,,15.0,,,,,,4.0,,1.0,,,,,,36.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-03,926.0,194.0,,121.0,,,,1304.0,353.0,239.0,,1046.0,89.0,,306.0,1750.0,,,,,2140.0,,,,,,1570.0,,,2173.0,,,,,,954.0,,207.0,,,,,,5048.0,,2552.0,,1028.0,1050.0,327.0,,327.0,,319.0,691.0,,1000.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,34.0,,,,,,33.0,,,15.0,,,,,,4.0,,1.0,,,,,,36.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-04,232.0,242.0,,,,,,442.0,,,,,,,,,,,,,830.0,,,,,,744.0,,,1673.0,,,,,,,,257.0,,,,,,2989.0,,1647.0,,,,,,,,513.0,86.0,,462.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,19.0,,,,,,19.0,,,18.0,,,,,,,,4.0,,,,,,41.0,,19.0,,,,,,,,12.0,3.0,,15.0,
2021-12-05,254.0,224.0,,,,,,369.0,,,,,,,,,,,,,,,,1434.0,,,1351.0,,,1851.0,,,,,86.0,,,,,,,,,3312.0,,2044.0,,,,,,,,509.0,100.0,,403.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,19.0,,,19.0,,,18.0,,,,,0.0,,,,,,,,,37.0,,19.0,,,,,,,,12.0,3.0,,15.0,
2021-12-06,1037.0,122.0,,149.0,,,,1261.0,291.0,180.0,,1022.0,102.0,,219.0,1587.0,,,,,,,,4138.0,,,3856.0,,,1223.0,,,,,2.0,1143.0,,168.0,817.0,,,,,4374.0,,1400.0,,1241.0,1226.0,376.0,,374.0,,183.0,800.0,,955.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,2.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-07,1235.0,156.0,,150.0,,,,1505.0,391.0,175.0,,1139.0,102.0,,223.0,1810.0,,,,,,,,5378.0,,,4903.0,,,1637.0,,,,,6.0,1406.0,,251.0,1292.0,,,,,5586.0,,1934.0,,1461.0,1461.0,471.0,,459.0,,224.0,915.0,,1105.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-08,1188.0,172.0,,219.0,,,,1541.0,402.0,159.0,,1124.0,117.0,,220.0,1843.0,,,,,,,,5504.0,,,5008.0,,,1713.0,,,,,11.0,1383.0,,246.0,1308.0,,,,,5724.0,,1986.0,,1501.0,1447.0,432.0,,429.0,,230.0,940.0,,1175.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-09,1143.0,175.0,,162.0,,,,1467.0,313.0,159.0,,1176.0,113.0,,235.0,1724.0,,,,,,,,5597.0,,,4945.0,,,1675.0,,,,,9.0,1285.0,,225.0,1430.0,,,,,5500.0,,1994.0,,1457.0,1339.0,452.0,,419.0,,236.0,465.0,,958.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-10,930.0,190.0,,117.0,,,,1267.0,357.0,127.0,,1050.0,78.0,,291.0,1730.0,,,,,26.0,,,4847.0,,,3852.0,,,1898.0,,,,,13.0,888.0,,145.0,1356.0,,,,,5272.0,,2162.0,,1101.0,1079.0,295.0,,317.0,,307.0,663.0,,999.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,4.0,,,59.0,,,61.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-11,291.0,297.0,,,,,,467.0,,,,,,,,,,,,,932.0,,,,,,742.0,,,1487.0,,,,,,,,244.0,,,,,,2820.0,,1797.0,,,,,,,,477.0,82.0,,423.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,19.0,,,,,,19.0,,,17.0,,,,,,,,4.0,,,,,,41.0,,20.0,,,,,,,,12.0,3.0,,15.0,
2021-12-12,219.0,185.0,,,,,,341.0,,,,,,,,,,,,,588.0,,,,,,534.0,,,992.0,,,,,,,,185.0,,,,,,2150.0,,1206.0,,,,,,,,342.0,67.0,,316.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,19.0,,,,,,19.0,,,18.0,,,,,,,,4.0,,,,,,41.0,,19.0,,,,,,,,12.0,4.0,,15.0,
2021-12-13,996.0,150.0,,148.0,,,,1293.0,307.0,147.0,,1015.0,97.0,,201.0,1621.0,,,,,,,,4439.0,,,4094.0,,,1367.0,,,,,13.0,1144.0,,157.0,1051.0,,,,,4663.0,,1573.0,,1174.0,1154.0,345.0,,346.0,,215.0,754.0,,971.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-14,1129.0,165.0,,115.0,,,,1370.0,314.0,164.0,,1029.0,99.0,,230.0,1674.0,,,,,,,,4640.0,,,4298.0,,,1345.0,,,,,8.0,1274.0,,189.0,1026.0,,,,,4724.0,,1543.0,,1378.0,1357.0,407.0,,383.0,,197.0,873.0,,1034.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,65.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-15,1074.0,78.0,,137.0,,,,1158.0,301.0,161.0,,1039.0,93.0,,210.0,1649.0,,,,,,,,4501.0,,,4112.0,,,1376.0,,,,,16.0,1180.0,,166.0,1021.0,,,,,4775.0,,1635.0,,1283.0,1274.0,350.0,,354.0,,241.0,765.0,,975.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-16,953.0,175.0,,109.0,,,,1201.0,281.0,148.0,,941.0,89.0,,266.0,1576.0,,,,,,,,4430.0,,,3951.0,,,1374.0,,,,,5.0,936.0,,160.0,1026.0,,,,,4398.0,,1562.0,,1140.0,1092.0,305.0,,305.0,,245.0,722.0,,939.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,1.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-17,669.0,209.0,,78.0,,,,1001.0,266.0,135.0,,903.0,66.0,,299.0,1470.0,,,,,,,,4144.0,,,3583.0,,,1468.0,,,,,10.0,621.0,,89.0,1002.0,,,,,4212.0,,1677.0,,780.0,841.0,195.0,,217.0,,278.0,504.0,,785.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-18,256.0,169.0,,,,,,417.0,,,,,,,,,,,,,,,,2122.0,,,1997.0,,,1323.0,,,,,,,,176.0,,,,,,2682.0,,1366.0,,,,,,,,259.0,46.0,,243.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,18.0,,,,,,,,4.0,,,,,,41.0,,19.0,,,,,,,,12.0,3.0,,15.0,
2021-12-19,222.0,124.0,,,,,,313.0,,,,,,,,,,,,,,,,1625.0,,,1449.0,,,937.0,,,,,,,,143.0,,,,,,1896.0,,969.0,,,,,,,,180.0,21.0,,161.0,,6.0,9.0,,,,,,15.0,,,,,,,,,,,,,,,,37.0,,,37.0,,,18.0,,,,,,,,4.0,,,,,,41.0,,19.0,,,,,,,,12.0,3.0,,14.0,
2021-12-20,615.0,127.0,,73.0,,,,862.0,219.0,100.0,,732.0,60.0,,236.0,1205.0,,,,,,,,3150.0,,,2874.0,,,987.0,,,,,5.0,529.0,,82.0,675.0,,,,,2980.0,,1128.0,,665.0,719.0,164.0,,181.0,,255.0,424.0,,649.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,63.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-21,591.0,128.0,,56.0,,,,853.0,202.0,103.0,,709.0,51.0,,269.0,1187.0,,,,,,,,3208.0,,,2968.0,,,1058.0,,,,,4.0,504.0,,73.0,722.0,,,,,3171.0,,1173.0,,637.0,714.0,167.0,,197.0,,220.0,411.0,,619.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-22,573.0,127.0,,44.0,,,,845.0,168.0,97.0,,674.0,37.0,,297.0,1122.0,,,,,,,,3012.0,,,2864.0,,,1044.0,,,,,7.0,440.0,,67.0,752.0,,,,,3195.0,,1106.0,,579.0,651.0,140.0,,163.0,,245.0,361.0,,611.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,3.0,4.0,,1.0,27.0,,,,,63.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-23,492.0,135.0,,37.0,,,,831.0,161.0,79.0,,622.0,44.0,,282.0,1186.0,,,,,,,,2868.0,,,2785.0,,,902.0,,,,,6.0,371.0,,51.0,685.0,,,,,2980.0,,1036.0,,509.0,565.0,114.0,,117.0,,210.0,327.0,,543.0,,10.0,6.0,,2.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,4.0,4.0,,1.0,27.0,,,,,64.0,,18.0,,10.0,10.0,5.0,,6.0,,10.0,8.0,,18.0,
2021-12-24,265.0,82.0,,19.0,,,,665.0,101.0,45.0,,475.0,25.0,,190.0,847.0,,,,,,,,1790.0,,,2189.0,,,579.0,,,,,2.0,171.0,,30.0,433.0,,,,,2393.0,,727.0,,246.0,326.0,61.0,,77.0,,136.0,183.0,,380.0,,10.0,6.0,,1.0,,,,18.0,8.0,2.0,,9.0,1.0,,6.0,27.0,,,,,,,,63.0,,,64.0,,,15.0,,,,,1.0,4.0,,1.0,27.0,,,,,66.0,,18.0,,8.0,8.0,5.0,,6.0,,10.0,8.0,,18.0,
