date,ridership Barrie,ridership Kitchener,ridership Lakeshore East,ridership Lakeshore West,ridership Milton,ridership Richmond Hill,ridership Stouffville,total_train_trips Barrie,total_train_trips Kitchener,total_train_trips Lakeshore East,total_train_trips Lakeshore West,total_train_trips Milton,total_train_trips Richmond Hill,total_train_trips Stouffville
2019-01-01,1149.0,,5408.0,7056.0,,,,25.0,,72.0,72.0,,,
2019-01-02,10297.0,12586.0,25057.0,29978.0,14600.0,5940.0,9087.0,36.0,31.0,118.0,107.0,20.0,12.0,29.0
2019-01-03,11395.0,13476.0,27819.0,34463.0,15327.0,6139.0,9671.0,36.0,31.0,119.0,108.0,20.0,12.0,30.0
2019-01-04,9762.0,11701.0,25222.0,30343.0,13328.0,5396.0,8636.0,36.0,31.0,112.0,102.0,20.0,12.0,30.0
2019-01-05,1549.0,,7751.0,11118.0,,,,25.0,,69.0,69.0,,,
2019-01-06,1069.0,,5418.0,7836.0,,,,25.0,,69.0,69.0,,,
2019-01-07,14903.0,17366.0,32815.0,42187.0,20580.0,8417.0,12448.0,34.0,30.0,98.0,90.0,20.0,12.0,26.0
2019-01-08,14964.0,17455.0,32736.0,42896.0,20777.0,8401.0,12580.0,36.0,31.0,118.0,106.0,20.0,12.0,28.0
2019-01-09,14815.0,16927.0,32772.0,41465.0,20593.0,8295.0,12537.0,34.0,29.0,115.0,105.0,20.0,12.0,28.0
2019-01-10,14835.0,16992.0,31791.0,40761.0,20543.0,8209.0,12391.0,36.0,31.0,117.0,106.0,20.0,12.0,28.0
2019-01-11,13334.0,14319.0,30902.0,41271.0,18081.0,7166.0,11168.0,36.0,29.0,114.0,104.0,20.0,12.0,28.0
2019-01-12,1554.0,,7646.0,11577.0,,,,25.0,,69.0,69.0,,,
2019-01-13,996.0,,4381.0,5926.0,,,,25.0,,72.0,72.0,,,
2019-01-14,15389.0,18027.0,33253.0,42713.0,21091.0,8524.0,12666.0,36.0,31.0,118.0,105.0,20.0,12.0,28.0
2019-01-15,15829.0,18302.0,32874.0,41707.0,21290.0,8479.0,12962.0,36.0,31.0,117.0,106.0,20.0,12.0,28.0
2019-01-16,15423.0,17735.0,32829.0,41405.0,20721.0,8219.0,12702.0,36.0,30.0,116.0,106.0,20.0,12.0,28.0
2019-01-17,15124.0,17471.0,33581.0,42655.0,20464.0,8184.0,12520.0,36.0,30.0,116.0,104.0,20.0,12.0,28.0
2019-01-18,13051.0,15893.0,30682.0,39972.0,17877.0,6928.0,10880.0,36.0,31.0,117.0,106.0,20.0,12.0,28.0
2019-01-19,1717.0,,9556.0,14370.0,,,,25.0,,60.0,60.0,,,
2019-01-20,1274.0,,6531.0,9199.0,,,,24.0,,63.0,63.0,,,
2019-01-21,13444.0,15393.0,26886.0,35471.0,18508.0,6739.0,10287.0,28.0,30.0,99.0,84.0,20.0,11.0,26.0
2019-01-22,15422.0,17915.0,32788.0,42574.0,20681.0,8295.0,12791.0,36.0,31.0,105.0,91.0,18.0,12.0,28.0
2019-01-23,15174.0,16992.0,33387.0,42879.0,20281.0,7629.0,12534.0,34.0,31.0,113.0,101.0,20.0,12.0,28.0
2019-01-24,15383.0,17842.0,32840.0,41582.0,20611.0,8234.0,12587.0,36.0,31.0,113.0,103.0,20.0,12.0,28.0
2019-01-25,13486.0,15972.0,30949.0,38931.0,17840.0,7227.0,11228.0,36.0,31.0,118.0,107.0,20.0,12.0,28.0
2019-01-26,1465.0,,8275.0,11005.0,,,,25.0,,57.0,56.0,,,
2019-01-27,1199.0,,5897.0,7187.0,,,,25.0,,58.0,58.0,,,
2019-01-28,15130.0,17257.0,31456.0,39264.0,17735.0,8031.0,12573.0,36.0,31.0,106.0,95.0,18.0,12.0,27.0
2019-01-29,10782.0,10487.0,22502.0,27793.0,11806.0,5248.0,9140.0,36.0,31.0,113.0,101.0,20.0,12.0,28.0
2019-01-30,15438.0,17382.0,31691.0,39718.0,19758.0,8155.0,12422.0,36.0,31.0,90.0,84.0,20.0,12.0,27.0
2019-01-31,14838.0,15081.0,29274.0,40225.0,19319.0,6766.0,12801.0,35.0,29.0,89.0,87.0,20.0,12.0,28.0
2019-02-01,12863.0,15064.0,30566.0,38114.0,17495.0,6839.0,10970.0,36.0,30.0,118.0,106.0,20.0,12.0,28.0
2019-02-02,1575.0,,8030.0,11554.0,,,,25.0,,68.0,69.0,,,
2019-02-03,1357.0,,5535.0,8198.0,,,,25.0,,71.0,71.0,,,
2019-02-04,15212.0,14741.0,33286.0,42072.0,20812.0,8162.0,12330.0,36.0,25.0,116.0,105.0,20.0,12.0,27.0
2019-02-05,15370.0,18049.0,29475.0,40818.0,20761.0,8007.0,12475.0,34.0,31.0,67.0,72.0,20.0,12.0,26.0
2019-02-06,14145.0,15217.0,31782.0,36154.0,17001.0,7432.0,11841.0,36.0,31.0,116.0,106.0,20.0,12.0,28.0
2019-02-07,14963.0,17289.0,32334.0,40549.0,20100.0,7925.0,12332.0,36.0,31.0,119.0,108.0,20.0,12.0,28.0
2019-02-08,13104.0,15427.0,29880.0,37851.0,17591.0,7082.0,11302.0,36.0,31.0,119.0,108.0,20.0,12.0,28.0
2019-02-09,1431.0,,6590.0,9389.0,,,,25.0,,71.0,71.0,,,
2019-02-10,1074.0,,4939.0,6963.0,,,,25.0,,71.0,71.0,,,
2019-02-11,15364.0,17568.0,32880.0,41929.0,20824.0,8369.0,12641.0,36.0,31.0,118.0,107.0,20.0,12.0,28.0
2019-02-12,9689.0,9928.0,21704.0,23715.0,10896.0,4948.0,8248.0,36.0,31.0,95.0,93.0,20.0,12.0,28.0
2019-02-13,14474.0,15624.0,29828.0,39563.0,17651.0,7484.0,11544.0,36.0,32.0,114.0,105.0,20.0,12.0,28.0
2019-02-14,15304.0,17758.0,34163.0,42824.0,20785.0,8161.0,12832.0,36.0,32.0,114.0,104.0,20.0,12.0,28.0
2019-02-15,12762.0,15070.0,30910.0,38828.0,16621.0,6637.0,10867.0,36.0,32.0,115.0,104.0,20.0,12.0,28.0
2019-02-16,1751.0,,9373.0,14571.0,,,,25.0,,68.0,68.0,,,
2019-02-17,1438.0,,5805.0,8472.0,,,,25.0,,54.0,54.0,,,
2019-02-18,1522.0,,7315.0,9534.0,,,,25.0,,67.0,67.0,,,
2019-02-19,14493.0,17019.0,32759.0,42059.0,20182.0,8165.0,12406.0,34.0,32.0,117.0,106.0,20.0,12.0,28.0
2019-02-20,14423.0,16703.0,33271.0,41730.0,20017.0,8107.0,12301.0,36.0,32.0,108.0,99.0,20.0,12.0,28.0
2019-02-21,14076.0,16301.0,33387.0,43068.0,19246.0,7797.0,12009.0,36.0,32.0,117.0,106.0,20.0,12.0,28.0
2019-02-22,12662.0,14981.0,31174.0,39987.0,17219.0,6965.0,10924.0,36.0,32.0,115.0,104.0,20.0,12.0,28.0
2019-02-23,2079.0,,9308.0,14420.0,,,,25.0,,57.0,57.0,,,
2019-02-24,1391.0,,5996.0,8499.0,,,,25.0,,54.0,55.0,,,
2019-02-25,13821.0,15796.0,31767.0,41610.0,17465.0,7904.0,11985.0,34.0,29.0,116.0,105.0,14.0,12.0,28.0
2019-02-26,15151.0,17701.0,33726.0,43782.0,20057.0,7505.0,11571.0,36.0,32.0,110.0,99.0,20.0,12.0,28.0
2019-02-27,14433.0,16038.0,32214.0,36785.0,17198.0,7480.0,11986.0,36.0,31.0,78.0,78.0,20.0,12.0,28.0
2019-02-28,14607.0,13632.0,32109.0,40370.0,19879.0,7959.0,12413.0,36.0,28.0,111.0,99.0,20.0,12.0,28.0
2019-03-01,13143.0,15772.0,31326.0,40420.0,17902.0,7135.0,11219.0,36.0,32.0,114.0,103.0,20.0,12.0,28.0
2019-03-02,1682.0,,8855.0,13055.0,,,,25.0,,72.0,72.0,,,
2019-03-03,1483.0,,7055.0,10596.0,,,,25.0,,72.0,73.0,,,
2019-03-04,14840.0,17404.0,29138.0,41091.0,20299.0,8317.0,12154.0,33.0,28.0,81.0,101.0,19.0,11.0,23.0
2019-03-05,15336.0,17553.0,33103.0,42482.0,20501.0,8352.0,12772.0,36.0,32.0,122.0,112.0,20.0,12.0,28.0
2019-03-06,15049.0,17412.0,32506.0,41225.0,20237.0,8222.0,12549.0,36.0,32.0,118.0,112.0,20.0,12.0,28.0
2019-03-07,14753.0,17340.0,33541.0,42816.0,20231.0,8011.0,12350.0,36.0,32.0,124.0,112.0,20.0,11.0,28.0
2019-03-08,13152.0,15856.0,31971.0,41563.0,17571.0,7130.0,11082.0,36.0,32.0,124.0,111.0,20.0,12.0,28.0
2019-03-09,1604.0,,8923.0,12920.0,,,,25.0,,72.0,72.0,,,
2019-03-10,1277.0,,5858.0,8561.0,,,,26.0,,72.0,70.0,,,
2019-03-11,14004.0,16610.0,31014.0,40700.0,18437.0,7408.0,11780.0,36.0,32.0,118.0,111.0,20.0,12.0,28.0
2019-03-12,14145.0,16963.0,31754.0,39808.0,18980.0,7348.0,11640.0,36.0,32.0,124.0,107.0,20.0,12.0,28.0
2019-03-13,13955.0,16366.0,32708.0,42244.0,18261.0,7201.0,11465.0,35.0,29.0,122.0,111.0,20.0,12.0,28.0
2019-03-14,13628.0,16356.0,32445.0,41896.0,18003.0,6996.0,11324.0,36.0,32.0,124.0,112.0,20.0,12.0,28.0
2019-03-15,11757.0,14508.0,30776.0,39191.0,15278.0,5901.0,9998.0,36.0,32.0,124.0,113.0,19.0,12.0,28.0
2019-03-16,2089.0,,10521.0,15502.0,,,,25.0,,72.0,72.0,,,
2019-03-17,1549.0,,7583.0,12709.0,,,,25.0,,72.0,71.0,,,
2019-03-18,14759.0,17659.0,32321.0,40508.0,19974.0,8164.0,12298.0,36.0,30.0,124.0,111.0,20.0,12.0,27.0
2019-03-19,14815.0,17825.0,32771.0,40361.0,20396.0,8245.0,12741.0,36.0,32.0,124.0,111.0,20.0,12.0,28.0
2019-03-20,14856.0,17732.0,33933.0,42936.0,20059.0,7864.0,12362.0,36.0,32.0,122.0,110.0,20.0,12.0,28.0
2019-03-21,14669.0,17290.0,32349.0,40751.0,19534.0,7846.0,12258.0,36.0,27.0,124.0,112.0,20.0,12.0,27.0
2019-03-22,12871.0,15553.0,30607.0,39711.0,17157.0,6944.0,10895.0,36.0,32.0,124.0,113.0,20.0,12.0,28.0
2019-03-23,1723.0,,8879.0,13017.0,,,,25.0,,72.0,71.0,,,
2019-03-24,1423.0,,6376.0,9772.0,,,,25.0,,72.0,72.0,,,
2019-03-25,15211.0,17838.0,33165.0,42849.0,20533.0,8369.0,12647.0,36.0,32.0,124.0,112.0,20.0,12.0,28.0
2019-03-26,15339.0,18016.0,33902.0,43049.0,20839.0,8247.0,12862.0,36.0,31.0,124.0,112.0,20.0,12.0,28.0
2019-03-27,15357.0,17774.0,33479.0,42366.0,20195.0,8112.0,12497.0,36.0,32.0,122.0,113.0,20.0,12.0,28.0
2019-03-28,15203.0,17701.0,36131.0,47026.0,19987.0,8010.0,12435.0,36.0,32.0,124.0,110.0,20.0,12.0,28.0
2019-03-29,13219.0,15587.0,33433.0,46107.0,17350.0,7020.0,11044.0,36.0,30.0,122.0,113.0,20.0,12.0,28.0
2019-03-30,1972.0,,10469.0,15037.0,,,,25.0,,72.0,70.0,,,
2019-03-31,1391.0,,6234.0,9243.0,,,,25.0,,73.0,73.0,,,
2019-04-01,15139.0,17678.0,32984.0,42786.0,20575.0,8375.0,12527.0,36.0,32.0,124.0,111.0,20.0,12.0,28.0
2019-04-02,15220.0,17952.0,34964.0,44296.0,20837.0,8446.0,12670.0,35.0,32.0,124.0,113.0,20.0,12.0,28.0
2019-04-03,15081.0,17571.0,34271.0,43745.0,20186.0,8277.0,12560.0,36.0,32.0,122.0,111.0,20.0,12.0,28.0
2019-04-04,14662.0,17526.0,33760.0,43186.0,19933.0,8105.0,12302.0,34.0,32.0,123.0,112.0,20.0,12.0,28.0
2019-04-05,12878.0,15556.0,30336.0,38808.0,17341.0,7021.0,10913.0,36.0,32.0,123.0,113.0,20.0,12.0,28.0
2019-04-06,1937.0,,10062.0,17242.0,,,,25.0,,74.0,72.0,,,
2019-04-07,1370.0,,6116.0,9068.0,,,,25.0,,72.0,72.0,,,
2019-04-08,14869.0,17523.0,31750.0,39993.0,20224.0,8258.0,12311.0,36.0,33.0,123.0,111.0,20.0,12.0,28.0
2019-04-09,15003.0,17525.0,32794.0,41926.0,20425.0,7786.0,12441.0,35.0,33.0,123.0,112.0,20.0,12.0,24.0
2019-04-10,14648.0,17306.0,32638.0,41083.0,20014.0,8137.0,12301.0,36.0,33.0,122.0,113.0,20.0,12.0,28.0
2019-04-11,14451.0,17153.0,32752.0,41782.0,19702.0,8085.0,12262.0,36.0,32.0,124.0,112.0,20.0,12.0,28.0
2019-04-12,12280.0,15223.0,31040.0,39363.0,16755.0,6878.0,10597.0,36.0,33.0,124.0,101.0,20.0,12.0,28.0
2019-04-13,2316.0,,11126.0,14534.0,,,,25.0,,69.0,36.0,,,
2019-04-14,1174.0,,6269.0,7529.0,,,,25.0,,72.0,35.0,,,
2019-04-15,14398.0,17204.0,32803.0,41868.0,19963.0,8139.0,12261.0,36.0,33.0,124.0,112.0,20.0,12.0,28.0
2019-04-16,14647.0,17413.0,33425.0,42638.0,20215.0,8173.0,12432.0,36.0,33.0,122.0,112.0,20.0,12.0,28.0
2019-04-17,14701.0,17312.0,34669.0,44106.0,19799.0,7912.0,12269.0,36.0,33.0,123.0,112.0,20.0,12.0,28.0
2019-04-18,13356.0,16076.0,31285.0,40153.0,17603.0,7165.0,11479.0,32.0,33.0,123.0,113.0,20.0,12.0,28.0
2019-04-19,1442.0,,6566.0,11452.0,,,,25.0,,39.0,70.0,,,
2019-04-20,1667.0,,6836.0,9136.0,,,,25.0,,66.0,72.0,,,
2019-04-21,1779.0,,7983.0,11507.0,,,,25.0,,72.0,72.0,,,
2019-04-22,10697.0,11120.0,24744.0,32616.0,14046.0,5936.0,9255.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-04-23,13023.0,15538.0,35002.0,45477.0,20172.0,8186.0,12196.0,29.0,33.0,106.0,109.0,20.0,12.0,22.0
2019-04-24,14626.0,15347.0,34359.0,43995.0,19754.0,8051.0,12331.0,36.0,33.0,124.0,112.0,20.0,12.0,28.0
2019-04-25,14138.0,14909.0,32453.0,41388.0,19368.0,7825.0,11964.0,36.0,33.0,126.0,112.0,20.0,12.0,28.0
2019-04-26,12085.0,13030.0,31284.0,41707.0,16271.0,6586.0,10414.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-04-27,1882.0,,11343.0,18794.0,,,,24.0,,68.0,65.0,,,
2019-04-28,1587.0,,7351.0,10955.0,,,,25.0,,72.0,70.0,,,
2019-04-29,14004.0,14736.0,31899.0,41293.0,19469.0,8066.0,11962.0,36.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-04-30,14327.0,14876.0,32311.0,41168.0,19679.0,7974.0,12057.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-05-01,13880.0,14333.0,32146.0,41087.0,18951.0,7770.0,11575.0,36.0,33.0,125.0,113.0,19.0,12.0,28.0
2019-05-02,13808.0,14563.0,32227.0,41556.0,19204.0,7756.0,11731.0,36.0,33.0,125.0,111.0,20.0,12.0,28.0
2019-05-03,12278.0,12685.0,30207.0,38997.0,16416.0,6673.0,10369.0,36.0,33.0,126.0,108.0,20.0,12.0,28.0
2019-05-04,1805.0,,8995.0,11279.0,,,,25.0,,72.0,38.0,,,
2019-05-05,1450.0,,6369.0,8497.0,,,,25.0,,72.0,38.0,,,
2019-05-06,14296.0,15085.0,32697.0,41719.0,20071.0,8363.0,12198.0,36.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-05-07,14615.0,15455.0,34669.0,44674.0,20307.0,8314.0,12424.0,34.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-05-08,14564.0,15206.0,34036.0,42923.0,20099.0,8101.0,12243.0,36.0,33.0,121.0,111.0,20.0,12.0,28.0
2019-05-09,14252.0,15219.0,32755.0,42455.0,19961.0,7988.0,12251.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-05-10,12760.0,13518.0,31597.0,40320.0,17196.0,6903.0,10728.0,36.0,32.0,123.0,104.0,20.0,12.0,28.0
2019-05-11,2469.0,,11571.0,19536.0,,,,25.0,,72.0,72.0,,,
2019-05-12,2011.0,,8923.0,13761.0,,,,25.0,,71.0,70.0,,,
2019-05-13,14359.0,15115.0,31765.0,41040.0,19907.0,8225.0,12013.0,36.0,33.0,124.0,112.0,20.0,12.0,28.0
2019-05-14,14879.0,15801.0,33394.0,42467.0,20414.0,8261.0,12471.0,36.0,33.0,126.0,112.0,20.0,12.0,28.0
2019-05-15,14471.0,15480.0,34863.0,46645.0,19925.0,8063.0,12275.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-05-16,8856.0,15380.0,32724.0,41587.0,19827.0,8048.0,12027.0,25.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-05-17,11503.0,12284.0,28131.0,36338.0,14627.0,5888.0,9618.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-05-18,1676.0,,8362.0,14217.0,,,,25.0,,72.0,79.0,,,
2019-05-19,1730.0,,7143.0,11102.0,,,,25.0,,72.0,79.0,,,
2019-05-20,1751.0,,7726.0,12484.0,,,,25.0,,74.0,79.0,,,
2019-05-21,14804.0,15565.0,34689.0,46015.0,20024.0,8068.0,12178.0,36.0,33.0,122.0,95.0,20.0,12.0,28.0
2019-05-22,14624.0,15513.0,34224.0,44461.0,20161.0,8102.0,12377.0,36.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-05-23,14668.0,15178.0,34730.0,45228.0,19927.0,8030.0,12369.0,36.0,28.0,126.0,111.0,20.0,12.0,28.0
2019-05-24,12541.0,13553.0,32527.0,42541.0,16992.0,6977.0,10679.0,36.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-05-25,2317.0,,12083.0,20139.0,,,,25.0,,71.0,72.0,,,
2019-05-26,2063.0,,10486.0,17935.0,,,,25.0,,69.0,71.0,,,
2019-05-27,14362.0,15267.0,31966.0,41226.0,19796.0,8115.0,12155.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-05-28,14643.0,15625.0,35224.0,45841.0,20192.0,7945.0,12386.0,32.0,33.0,120.0,112.0,20.0,11.0,28.0
2019-05-29,14630.0,15493.0,33720.0,44143.0,20163.0,8172.0,12336.0,36.0,33.0,123.0,111.0,20.0,12.0,28.0
2019-05-30,14426.0,15523.0,34844.0,46308.0,20019.0,8128.0,12261.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-05-31,12570.0,13481.0,30701.0,39037.0,16627.0,6877.0,10760.0,36.0,33.0,126.0,108.0,20.0,12.0,28.0
2019-06-01,1583.0,,8849.0,11389.0,,,,25.0,,72.0,38.0,,,
2019-06-02,1667.0,37.0,8633.0,13216.0,,,,25.0,1.0,72.0,41.0,,,
2019-06-03,14161.0,15285.0,33071.0,44500.0,20108.0,8039.0,12118.0,36.0,33.0,124.0,111.0,20.0,12.0,28.0
2019-06-04,14599.0,15410.0,33553.0,43145.0,19191.0,8275.0,12213.0,36.0,33.0,125.0,113.0,20.0,12.0,23.0
2019-06-05,14269.0,14956.0,33629.0,43549.0,19125.0,8228.0,12429.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-06-06,14515.0,15502.0,34849.0,45343.0,18415.0,7913.0,12241.0,36.0,33.0,126.0,113.0,19.0,12.0,28.0
2019-06-07,12438.0,13528.0,33762.0,48371.0,16880.0,6747.0,10879.0,34.0,33.0,120.0,106.0,20.0,12.0,28.0
2019-06-08,2147.0,,10367.0,15458.0,,,,25.0,,72.0,72.0,,,
2019-06-09,1795.0,,7983.0,11073.0,,,,25.0,,73.0,72.0,,,
2019-06-10,14006.0,15120.0,35865.0,49862.0,19527.0,7948.0,12025.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-06-11,14392.0,15719.0,34718.0,46980.0,20183.0,8057.0,12275.0,36.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-06-12,14749.0,15827.0,33893.0,43354.0,20278.0,8054.0,12500.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-06-13,14117.0,15419.0,34302.0,44834.0,19690.0,7806.0,12044.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-06-14,12308.0,13306.0,31505.0,42185.0,16116.0,6564.0,10225.0,36.0,33.0,126.0,110.0,20.0,12.0,28.0
2019-06-15,,,10121.0,17103.0,,,,,,72.0,72.0,,,
2019-06-16,,,8306.0,13006.0,,,,,,72.0,73.0,,,
2019-06-17,19119.0,23991.0,50318.0,71920.0,24170.0,8964.0,17103.0,36.0,34.0,123.0,110.0,19.0,12.0,28.0
2019-06-18,14832.0,15910.0,35321.0,45623.0,20665.0,8162.0,12569.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-06-19,14642.0,15542.0,36378.0,46709.0,20279.0,8032.0,12510.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-06-20,14168.0,15110.0,34771.0,44430.0,19660.0,7854.0,12296.0,36.0,33.0,124.0,108.0,20.0,12.0,28.0
2019-06-21,12423.0,13280.0,31211.0,40634.0,16358.0,6495.0,10618.0,36.0,33.0,110.0,105.0,20.0,12.0,28.0
2019-06-22,2487.0,,14584.0,24190.0,,,,25.0,,72.0,48.0,,,
2019-06-23,2566.0,,12078.0,16670.0,,,,25.0,,72.0,45.0,,,
2019-06-24,14304.0,15347.0,32937.0,42647.0,19999.0,8167.0,12150.0,36.0,33.0,122.0,111.0,20.0,12.0,28.0
2019-06-25,14743.0,15733.0,34664.0,45431.0,20135.0,8255.0,12327.0,36.0,33.0,126.0,113.0,19.0,12.0,28.0
2019-06-26,13297.0,15480.0,36090.0,49427.0,19621.0,8205.0,12328.0,34.0,32.0,124.0,110.0,20.0,12.0,28.0
2019-06-27,13793.0,14806.0,34294.0,45454.0,18981.0,7070.0,11614.0,36.0,33.0,125.0,110.0,20.0,11.0,28.0
2019-06-28,11157.0,11939.0,28216.0,35547.0,13609.0,5487.0,9139.0,36.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-06-29,2734.0,,10840.0,15763.0,,,,26.0,,72.0,79.0,,,
2019-06-30,2339.0,,9485.0,13932.0,,,,26.0,,72.0,79.0,,,
2019-07-01,2526.0,,9289.0,13205.0,,,,27.0,,73.0,79.0,,,
2019-07-02,13606.0,14323.0,31513.0,39870.0,18475.0,7658.0,11505.0,36.0,32.0,125.0,112.0,20.0,12.0,28.0
2019-07-03,13761.0,15185.0,33927.0,42912.0,19443.0,7945.0,12136.0,35.0,33.0,124.0,111.0,20.0,12.0,28.0
2019-07-04,13822.0,14819.0,34354.0,45591.0,18892.0,7787.0,11927.0,36.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-07-05,11861.0,12875.0,30706.0,37973.0,15673.0,6480.0,10408.0,36.0,33.0,121.0,114.0,20.0,12.0,28.0
2019-07-06,2456.0,,10700.0,16649.0,,,,25.0,,72.0,79.0,,,
2019-07-07,2466.0,,10972.0,17558.0,,,,25.0,,71.0,79.0,,,
2019-07-08,13541.0,15225.0,33159.0,43174.0,19656.0,8340.0,12228.0,30.0,33.0,125.0,113.0,20.0,12.0,28.0
2019-07-09,14272.0,15274.0,33087.0,41521.0,20167.0,8305.0,12776.0,34.0,33.0,118.0,88.0,20.0,12.0,28.0
2019-07-10,14358.0,15514.0,34770.0,44595.0,19327.0,8132.0,12387.0,36.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-07-11,13996.0,15187.0,36226.0,50022.0,19465.0,7909.0,12092.0,36.0,32.0,126.0,113.0,20.0,12.0,28.0
2019-07-12,12163.0,13282.0,30954.0,41868.0,15922.0,6572.0,10750.0,36.0,33.0,126.0,113.0,19.0,12.0,28.0
2019-07-13,2472.0,,11599.0,22328.0,,,,25.0,,72.0,79.0,,,
2019-07-14,2135.0,,10517.0,21828.0,,,,25.0,,73.0,80.0,,,
2019-07-15,14083.0,15116.0,31693.0,40595.0,19486.0,8056.0,12155.0,36.0,33.0,102.0,110.0,20.0,12.0,24.0
2019-07-16,14530.0,15616.0,34203.0,42876.0,20079.0,8140.0,12513.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-07-17,14108.0,14936.0,36306.0,49592.0,19271.0,7891.0,12121.0,35.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-07-18,14108.0,15028.0,35074.0,44621.0,19177.0,7855.0,12286.0,36.0,33.0,126.0,111.0,20.0,12.0,28.0
2019-07-19,12065.0,12790.0,29779.0,38556.0,15493.0,6464.0,10403.0,36.0,33.0,124.0,109.0,20.0,12.0,28.0
2019-07-20,2307.0,70.0,10687.0,19241.0,28.0,,,27.0,2.0,72.0,86.0,2.0,,
2019-07-21,2139.0,61.0,8009.0,13487.0,42.0,,,25.0,2.0,71.0,88.0,2.0,,
2019-07-22,14101.0,14817.0,33410.0,42255.0,19402.0,7986.0,12140.0,34.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-07-23,14621.0,15609.0,36038.0,46307.0,20097.0,8115.0,12473.0,36.0,33.0,125.0,112.0,20.0,12.0,28.0
2019-07-24,14499.0,15340.0,35112.0,44262.0,19613.0,8002.0,12327.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-07-25,14101.0,15054.0,33439.0,42146.0,19094.0,7858.0,12197.0,35.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-07-26,12218.0,12855.0,34123.0,46430.0,15301.0,6239.0,10355.0,36.0,33.0,124.0,113.0,20.0,12.0,28.0
2019-07-27,3405.0,,16141.0,28018.0,,,,25.0,,73.0,80.0,,,
2019-07-28,2527.0,,10726.0,16507.0,,,,25.0,,74.0,80.0,,,
2019-07-29,14013.0,13582.0,32515.0,41956.0,19041.0,7943.0,12051.0,36.0,31.0,125.0,113.0,20.0,12.0,28.0
2019-07-30,14296.0,15242.0,33247.0,43163.0,19407.0,7971.0,12224.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-07-31,14174.0,15064.0,35043.0,44673.0,19119.0,7987.0,12128.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-08-01,13905.0,14935.0,34256.0,43732.0,18745.0,7853.0,12134.0,36.0,33.0,126.0,113.0,20.0,12.0,28.0
2019-08-02,10646.0,11325.0,27298.0,34222.0,12662.0,5216.0,8977.0,36.0,33.0,128.0,113.0,20.0,12.0,28.0
2019-08-03,3458.0,345.0,16135.0,28388.0,152.0,,100.0,25.0,2.0,72.0,84.0,2.0,,2.0
2019-08-04,2564.0,,8335.0,12796.0,,,,25.0,,71.0,79.0,,,
2019-08-05,2068.0,,7899.0,11135.0,,,,26.0,,73.0,79.0,,,
2019-08-06,13350.0,14009.0,32449.0,43866.0,18341.0,7658.0,11668.0,36.0,28.0,119.0,111.0,20.0,12.0,28.0
2019-08-07,13617.0,14755.0,34184.0,45595.0,18813.0,7773.0,11978.0,36.0,33.0,126.0,112.0,20.0,12.0,28.0
2019-08-08,13307.0,14734.0,34246.0,44494.0,18446.0,7633.0,11801.0,32.0,33.0,124.0,112.0,20.0,12.0,28.0
2019-08-09,11693.0,12495.0,31828.0,42007.0,14917.0,6116.0,10315.0,36.0,33.0,127.0,113.0,20.0,12.0,28.0
2019-08-10,3033.0,,15895.0,28619.0,,,,25.0,,72.0,78.0,,,
2019-08-11,2659.0,,10733.0,17027.0,,,,25.0,,72.0,67.0,,,
2019-08-12,13732.0,14275.0,33066.0,42513.0,18222.0,7756.0,11755.0,36.0,31.0,126.0,111.0,20.0,12.0,28.0
2019-08-13,14369.0,15376.0,36488.0,47127.0,19556.0,7912.0,12478.0,34.0,33.0,126.0,113.0,20.0,12.0,28.0
